customer_no,full_name,phone,email,password_hash,account_iban,currency,balance,card_masked_pan,card_status,tx_type,amount,tx_status,created_at,target_iban,bill_id
CUST-1048,Iryna Melnyk,+380671000048,iryna.melnyk48@example.com,ffe4daf45af0e803fbe1fba2de5c7f7644f30b71ddb082100779d7884e0291c2,UA000010000000000000000000098,USD,25154.46,**** **** **** 1098,ACTIVE,BILL_PAYMENT,6277.67,FAILED,2024-01-05T08:40:00,,BILL-50820
CUST-1040,Andrii Tkachuk,+380671000040,andrii.tkachuk40@example.com,d88a53cd8ffe65ab18d2c62882479559aa781642ce7a8d340b22fc0a637b0359,UA000010000000000000000000081,EUR,90104.64,**** **** **** 1081,BLOCKED,TRANSFER,243.83,COMPLETED,2024-01-05T08:47:00,UA000010000000000000000000052,
CUST-1079,Kateryna Melnyk,+380671000079,kateryna.melnyk79@example.com,f46c534ea1cb330122334be00303592a10bcbbc238d1b11e1b498d4486d13755,UA000010000000000000000000159,USD,57415.11,**** **** **** 1159,BLOCKED,BILL_PAYMENT,12458.25,FAILED,2024-01-05T08:54:00,,BILL-50822
CUST-1090,Sofiia Tkachuk,+380671000090,sofiia.tkachuk90@example.com,a4273f882cab7a89e7fa8e5a1298799b62233ada8a93f880f58bbd87db44d6a3,UA000010000000000000000000181,USD,5506.05,**** **** **** 1181,ACTIVE,BILL_PAYMENT,11338.86,FAILED,2024-01-05T09:01:00,,BILL-50823
CUST-1094,Sofiia Koval,+380671000094,sofiia.koval94@example.com,3fdd6e2fcae488c7c7818992ad08249cd0f6576f6ff846bcecaa816e002cde3c,UA000010000000000000000000190,UAH,99397.89,**** **** **** 1190,ACTIVE,TRANSFER,11653.39,PENDING,2024-01-05T09:08:00,UA000010000000000000000000076,
CUST-1057,Ivan Shevchenko,+380671000057,ivan.shevchenko57@example.com,3b356cdbaeb3d03a6b6f713a048489d62fd63b4a8fd0c70a976cb0b70c119e46,UA000010000000000000000000115,USD,7164.31,**** **** **** 1115,BLOCKED,TRANSFER,14752.63,PENDING,2024-01-05T09:15:00,UA000010000000000000000000048,
CUST-1022,Olena Melnyk,+380671000022,olena.melnyk22@example.com,d0f82756c4d40d20e1fdbc90cf4da4adff02fe23b355687525880514642f764e,UA000010000000000000000000045,USD,60878.15,**** **** **** 1045,BLOCKED,TRANSFER,5689.11,COMPLETED,2024-01-05T09:22:00,UA000010000000000000000000072,
CUST-1071,Ivan Tkachuk,+380671000071,ivan.tkachuk71@example.com,a06afaf373a81a1bcd1641fdd0f8b9c2c0d7104171abafbd80d11e933a9c6a13,UA000010000000000000000000143,USD,94205.59,**** **** **** 1143,ACTIVE,BILL_PAYMENT,1994.49,FAILED,2024-01-05T09:29:00,,BILL-50827
CUST-1032,Kateryna Koval,+380671000032,kateryna.koval32@example.com,451a8149ebd58dbd064e3337c6de5d4f4bb08cd70bbbd48d62a205bd706b6bb0,UA000010000000000000000000066,USD,31213.9,**** **** **** 1066,ACTIVE,TRANSFER,4991.91,FAILED,2024-01-05T09:36:00,UA000010000000000000000000040,
CUST-1005,Dmytro Shevchenko,+380671000005,dmytro.shevchenko5@example.com,0eeac8171768d0cdef3a20fee6db4362d019c91e10662a6b55186336e1a42778,UA000010000000000000000000011,EUR,45412.74,**** **** **** 1011,BLOCKED,TRANSFER,13932.99,FAILED,2024-01-05T09:43:00,UA000010000000000000000000014,
CUST-1099,Olena Tkachuk,+380671000099,olena.tkachuk99@example.com,ab2f50fe825bc3a9a8b649f173af23be3a052db9b410fcb0127e50ae9c356ba7,UA000010000000000000000000199,UAH,41443.24,**** **** **** 1199,BLOCKED,BILL_PAYMENT,7383.74,FAILED,2024-01-05T09:50:00,,BILL-50830
CUST-1070,Maksym Melnyk,+380671000070,maksym.melnyk70@example.com,44b6dadf9835ff29d5342da14dfaf76e3d828081a1704b131baa355f950e6047,UA000010000000000000000000141,EUR,3542.16,**** **** **** 1141,BLOCKED,BILL_PAYMENT,1139.57,FAILED,2024-01-05T09:57:00,,BILL-50831
CUST-1040,Andrii Tkachuk,+380671000040,andrii.tkachuk40@example.com,d88a53cd8ffe65ab18d2c62882479559aa781642ce7a8d340b22fc0a637b0359,UA000010000000000000000000082,EUR,41430.9,**** **** **** 1082,BLOCKED,TRANSFER,14356.97,FAILED,2024-01-05T10:04:00,UA000010000000000000000000018,
CUST-1064,Andrii Bondarenko,+380671000064,andrii.bondarenko64@example.com,51031e17ce0a58242bf97f01a2883d077c6dd21f22674ee500dbfb60228851e7,UA000010000000000000000000130,USD,75448.97,**** **** **** 1130,BLOCKED,TRANSFER,6268.17,FAILED,2024-01-05T10:11:00,UA000010000000000000000000104,
CUST-1011,Iryna Bondarenko,+380671000011,iryna.bondarenko11@example.com,8057f787ebd8b4f9d40f53d7fbbfcbdde7067c1a074435b68f525b3de0e2ac2b,UA000010000000000000000000024,EUR,48202.06,**** **** **** 1024,ACTIVE,BILL_PAYMENT,3356.91,PENDING,2024-01-05T10:18:00,,BILL-50834
CUST-1084,Olena Shevchenko,+380671000084,olena.shevchenko84@example.com,11ee91bdbb90b967d18e45226bd3bc17d72a85a4486315b3568d070722445fe1,UA000010000000000000000000170,USD,55793.82,**** **** **** 1170,BLOCKED,BILL_PAYMENT,4999.44,COMPLETED,2024-01-05T10:25:00,,BILL-50835
CUST-1027,Olena Shevchenko,+380671000027,olena.shevchenko27@example.com,43b3ec9ea3961a319d37b4cc775d3f43f68709b62a93db10dd6c598137f28732,UA000010000000000000000000056,USD,89999.17,**** **** **** 1056,ACTIVE,BILL_PAYMENT,14949.63,FAILED,2024-01-05T10:32:00,,BILL-50836
CUST-1001,Andrii Koval,+380671000001,andrii.koval1@example.com,e6c3da5b206634d7f3f3586d747ffdb36b5c675757b380c6a5fe5c570c714349,UA000010000000000000000000003,EUR,24562.46,**** **** **** 1003,BLOCKED,TRANSFER,10050.63,COMPLETED,2024-01-05T10:39:00,UA000010000000000000000000062,
CUST-1082,Sofiia Shevchenko,+380671000082,sofiia.shevchenko82@example.com,ca619acdadd8eb0f598c954031b5f359a2fbd4fe0179eb02acfeab2ad373c999,UA000010000000000000000000165,USD,55962.44,**** **** **** 1165,ACTIVE,TRANSFER,14385.51,FAILED,2024-01-05T10:46:00,UA000010000000000000000000083,
CUST-1048,Iryna Melnyk,+380671000048,iryna.melnyk48@example.com,ffe4daf45af0e803fbe1fba2de5c7f7644f30b71ddb082100779d7884e0291c2,UA000010000000000000000000098,USD,25154.46,**** **** **** 1098,ACTIVE,TRANSFER,5818.85,FAILED,2024-01-05T10:53:00,UA000010000000000000000000186,
CUST-1036,Olena Bondarenko,+380671000036,olena.bondarenko36@example.com,133f8a05107e5442771c85da3dec70050ae5f3273849326b4a4e2ceaab2ef058,UA000010000000000000000000073,UAH,11731.85,**** **** **** 1073,BLOCKED,TRANSFER,13674.47,COMPLETED,2024-01-05T11:00:00,UA000010000000000000000000132,
CUST-1065,Ivan Tkachuk,+380671000065,ivan.tkachuk65@example.com,3c62426f46ebb414ff53540c6f1af32639c28b434126ae98b9f1651dd5e4fd4a,UA000010000000000000000000131,USD,83656.18,**** **** **** 1131,BLOCKED,BILL_PAYMENT,7327.73,COMPLETED,2024-01-05T11:07:00,,BILL-50841
CUST-1083,Sofiia Bondarenko,+380671000083,sofiia.bondarenko83@example.com,dd76076f40644e9e57f7459bfc37b2ef8b7084bda5a3127c24a62c86dd45eb0b,UA000010000000000000000000167,USD,79500.35,**** **** **** 1167,ACTIVE,TRANSFER,4838.68,PENDING,2024-01-05T11:14:00,UA000010000000000000000000025,
CUST-1021,Iryna Bondarenko,+380671000021,iryna.bondarenko21@example.com,2d6b3bb57cb9e22fa36516172ef096b30ae00d08eedc1499c599b6269975521d,UA000010000000000000000000043,USD,12427.44,**** **** **** 1043,ACTIVE,TRANSFER,9422.65,PENDING,2024-01-05T11:21:00,UA000010000000000000000000172,
CUST-1080,Ivan Shevchenko,+380671000080,ivan.shevchenko80@example.com,a5276c24114971eceb4d5149894034741bcf22825b30c39942ff63007e031956,UA000010000000000000000000162,USD,34693.55,**** **** **** 1162,BLOCKED,TRANSFER,12981.02,COMPLETED,2024-01-05T11:28:00,UA000010000000000000000000027,
CUST-1026,Sofiia Tkachuk,+380671000026,sofiia.tkachuk26@example.com,45e17065ddc6fb3a682f7732df5804652952dbe1f5ca5377a661515a8fcf66be,UA000010000000000000000000053,EUR,90488.93,**** **** **** 1053,ACTIVE,BILL_PAYMENT,9716.09,PENDING,2024-01-05T11:35:00,,BILL-50845
CUST-1095,Olena Tkachenko,+380671000095,olena.tkachenko95@example.com,b3f20ff60a6e1eda26f8c412e7173c7ee7f5b3a1124b87a38d3deb63274c1a61,UA000010000000000000000000192,EUR,38657.42,**** **** **** 1192,BLOCKED,TRANSFER,405.11,FAILED,2024-01-05T11:42:00,UA000010000000000000000000085,
CUST-1004,Olena Bondarenko,+380671000004,olena.bondarenko4@example.com,a417b5dc3d06d15d91c6687e27fc1705ebc56b3b2d813abe03066e5643fe4e74,UA000010000000000000000000010,UAH,25616.98,**** **** **** 1010,ACTIVE,TRANSFER,1145.06,PENDING,2024-01-05T11:49:00,UA000010000000000000000000065,
CUST-1071,Ivan Tkachuk,+380671000071,ivan.tkachuk71@example.com,a06afaf373a81a1bcd1641fdd0f8b9c2c0d7104171abafbd80d11e933a9c6a13,UA000010000000000000000000143,USD,94205.59,**** **** **** 1143,ACTIVE,TRANSFER,8645.69,PENDING,2024-01-05T11:56:00,UA000010000000000000000000067,
CUST-1052,Andrii Tkachuk,+380671000052,andrii.tkachuk52@example.com,f511f615cd867553edd2fc66f4dc34441851f699cc1457f767c5ec0bad8cd250,UA000010000000000000000000105,EUR,45145.45,**** **** **** 1105,ACTIVE,BILL_PAYMENT,6794.33,COMPLETED,2024-01-05T12:03:00,,BILL-50849
CUST-1055,Sofiia Koval,+380671000055,sofiia.koval55@example.com,d6f7adababfd90706cc787591cdaf547f91d53abcb9008a180d90fc3d4f651e2,UA000010000000000000000000111,EUR,8977.19,**** **** **** 1111,ACTIVE,BILL_PAYMENT,302.52,FAILED,2024-01-05T12:10:00,,BILL-50850
CUST-1015,Andrii Koval,+380671000015,andrii.koval15@example.com,b5a4ec869015095060b1171791334513f741177c4011e2c5c36e3e37a5ff8e5f,UA000010000000000000000000031,USD,21221.66,**** **** **** 1031,BLOCKED,TRANSFER,9639.27,FAILED,2024-01-05T12:17:00,UA000010000000000000000000017,
CUST-1096,Ivan Bondarenko,+380671000096,ivan.bondarenko96@example.com,38ee64c8e2536e41e2543266f6a5216747b24c8b8ada7d5f7cfba8b1e80752fb,UA000010000000000000000000194,USD,57294.32,**** **** **** 1194,ACTIVE,TRANSFER,10528.19,PENDING,2024-01-05T12:24:00,UA000010000000000000000000092,
CUST-1064,Andrii Bondarenko,+380671000064,andrii.bondarenko64@example.com,51031e17ce0a58242bf97f01a2883d077c6dd21f22674ee500dbfb60228851e7,UA000010000000000000000000129,USD,34412.55,**** **** **** 1129,BLOCKED,TRANSFER,4383.06,FAILED,2024-01-05T12:31:00,UA000010000000000000000000078,
CUST-1077,Kateryna Koval,+380671000077,kateryna.koval77@example.com,2590d18604c282ff195459db33d0ae2caab98b14d4cbfdfd4dc3ed4923bf31b8,UA000010000000000000000000156,USD,44121.87,**** **** **** 1156,BLOCKED,TRANSFER,4258.69,COMPLETED,2024-01-05T12:38:00,UA000010000000000000000000098,
CUST-1050,Andrii Koval,+380671000050,andrii.koval50@example.com,be46e03449534372e45f1abf511f78148625cf11d99f2f550e2f32b3a551dfb6,UA000010000000000000000000102,USD,14200.57,**** **** **** 1102,BLOCKED,TRANSFER,7136.12,FAILED,2024-01-05T12:45:00,UA000010000000000000000000057,
CUST-1017,Olena Shevchenko,+380671000017,olena.shevchenko17@example.com,4a6b7fa040bcfc734a113fee84d3789c0a626d70d029afad0d1c3e7b6c562e14,UA000010000000000000000000035,UAH,46370.27,**** **** **** 1035,ACTIVE,BILL_PAYMENT,11961.72,FAILED,2024-01-05T12:52:00,,BILL-50856
CUST-1037,Maksym Bondarenko,+380671000037,maksym.bondarenko37@example.com,1a31ac086ebf1341c916929e6d982767cd8568887d7c930ba8abd062afa08eac,UA000010000000000000000000076,USD,90050.97,**** **** **** 1076,ACTIVE,TRANSFER,4505.94,FAILED,2024-01-05T12:59:00,UA000010000000000000000000166,
CUST-1047,Kateryna Koval,+380671000047,kateryna.koval47@example.com,dbb70b94b6b192a1085e8056872daa4eb24002d47c82e88b1323f1a5882567ba,UA000010000000000000000000096,USD,42029.66,**** **** **** 1096,ACTIVE,TRANSFER,8325.19,FAILED,2024-01-05T13:06:00,UA000010000000000000000000037,
CUST-1015,Andrii Koval,+380671000015,andrii.koval15@example.com,b5a4ec869015095060b1171791334513f741177c4011e2c5c36e3e37a5ff8e5f,UA000010000000000000000000032,UAH,27295.84,**** **** **** 1032,ACTIVE,TRANSFER,125.2,FAILED,2024-01-05T13:13:00,UA000010000000000000000000101,
CUST-1068,Kateryna Shevchenko,+380671000068,kateryna.shevchenko68@example.com,5a583fab00aa1c17acaad80b2b9b5a16a8563e7e66808bf4b4acbfb55d9b85d4,UA000010000000000000000000138,USD,70247.03,**** **** **** 1138,BLOCKED,TRANSFER,4605.13,FAILED,2024-01-05T13:20:00,UA000010000000000000000000190,
CUST-1092,Kateryna Melnyk,+380671000092,kateryna.melnyk92@example.com,905026a6ddab21a9d1dca17cc4f47b843eccd1c4806f7f3c59b88cdac12e339f,UA000010000000000000000000186,UAH,96584.27,**** **** **** 1186,BLOCKED,BILL_PAYMENT,3215.47,FAILED,2024-01-05T13:27:00,,BILL-50861
CUST-1065,Ivan Tkachuk,+380671000065,ivan.tkachuk65@example.com,3c62426f46ebb414ff53540c6f1af32639c28b434126ae98b9f1651dd5e4fd4a,UA000010000000000000000000132,UAH,75153.4,**** **** **** 1132,ACTIVE,TRANSFER,2456.27,PENDING,2024-01-05T13:34:00,UA000010000000000000000000158,
CUST-1032,Kateryna Koval,+380671000032,kateryna.koval32@example.com,451a8149ebd58dbd064e3337c6de5d4f4bb08cd70bbbd48d62a205bd706b6bb0,UA000010000000000000000000065,UAH,20757.71,**** **** **** 1065,BLOCKED,TRANSFER,1763.61,FAILED,2024-01-05T13:41:00,UA000010000000000000000000146,
CUST-1006,Ivan Shevchenko,+380671000006,ivan.shevchenko6@example.com,5c4950c94a3461441c356afa783f76b83b38fd65f730f291403efbcc798acc1f,UA000010000000000000000000014,UAH,65562.34,**** **** **** 1014,ACTIVE,BILL_PAYMENT,9687.88,PENDING,2024-01-05T13:48:00,,BILL-50864
CUST-1037,Maksym Bondarenko,+380671000037,maksym.bondarenko37@example.com,1a31ac086ebf1341c916929e6d982767cd8568887d7c930ba8abd062afa08eac,UA000010000000000000000000075,USD,61014.68,**** **** **** 1075,ACTIVE,TRANSFER,3797.78,PENDING,2024-01-05T13:55:00,UA000010000000000000000000186,
CUST-1074,Olena Tkachuk,+380671000074,olena.tkachuk74@example.com,efacf97ed63d8d618e5c1f03e2fbd3656ed4c97ba04abf6db791534b425641c2,UA000010000000000000000000149,UAH,51090.12,**** **** **** 1149,BLOCKED,BILL_PAYMENT,14275.52,COMPLETED,2024-01-05T14:02:00,,BILL-50866
CUST-1016,Sofiia Tkachenko,+380671000016,sofiia.tkachenko16@example.com,f0c28ba3fd9e0dcdcd0470acfcb98cc5a58d7d93422dbbefb930455ef714c87d,UA000010000000000000000000033,EUR,64904.58,**** **** **** 1033,BLOCKED,TRANSFER,1545.67,FAILED,2024-01-05T14:09:00,UA000010000000000000000000018,
CUST-1024,Andrii Tkachuk,+380671000024,andrii.tkachuk24@example.com,cafdc894eacc597ad76db1a750ccb876d4ed69c73b7d3d23f5e3a9e3b5c9fc2e,UA000010000000000000000000050,EUR,98000.0,**** **** **** 1050,ACTIVE,BILL_PAYMENT,7313.63,COMPLETED,2024-01-05T14:16:00,,BILL-50868
CUST-1078,Ivan Bondarenko,+380671000078,ivan.bondarenko78@example.com,70dfb731f9ecfb0c9015b28838281e2a3cde900a791c45532154ddb5a95ed31b,UA000010000000000000000000158,USD,88281.49,**** **** **** 1158,ACTIVE,BILL_PAYMENT,10417.2,PENDING,2024-01-05T14:23:00,,BILL-50869
CUST-1072,Andrii Bondarenko,+380671000072,andrii.bondarenko72@example.com,79db1e22563af60be55a3717827926b76139d2428cbe693eba1643c2798e048d,UA000010000000000000000000145,UAH,70022.11,**** **** **** 1145,BLOCKED,BILL_PAYMENT,12125.11,COMPLETED,2024-01-05T14:30:00,,BILL-50870
CUST-1021,Iryna Bondarenko,+380671000021,iryna.bondarenko21@example.com,2d6b3bb57cb9e22fa36516172ef096b30ae00d08eedc1499c599b6269975521d,UA000010000000000000000000044,EUR,55769.14,**** **** **** 1044,BLOCKED,TRANSFER,4732.56,PENDING,2024-01-05T14:37:00,UA000010000000000000000000183,
CUST-1094,Sofiia Koval,+380671000094,sofiia.koval94@example.com,3fdd6e2fcae488c7c7818992ad08249cd0f6576f6ff846bcecaa816e002cde3c,UA000010000000000000000000190,UAH,99397.89,**** **** **** 1190,ACTIVE,BILL_PAYMENT,4186.36,COMPLETED,2024-01-05T14:44:00,,BILL-50872
CUST-1017,Olena Shevchenko,+380671000017,olena.shevchenko17@example.com,4a6b7fa040bcfc734a113fee84d3789c0a626d70d029afad0d1c3e7b6c562e14,UA000010000000000000000000035,UAH,46370.27,**** **** **** 1035,ACTIVE,BILL_PAYMENT,13174.39,COMPLETED,2024-01-05T14:51:00,,BILL-50873
CUST-1057,Ivan Shevchenko,+380671000057,ivan.shevchenko57@example.com,3b356cdbaeb3d03a6b6f713a048489d62fd63b4a8fd0c70a976cb0b70c119e46,UA000010000000000000000000115,USD,7164.31,**** **** **** 1115,BLOCKED,BILL_PAYMENT,11632.77,COMPLETED,2024-01-05T14:58:00,,BILL-50874
CUST-1070,Maksym Melnyk,+380671000070,maksym.melnyk70@example.com,44b6dadf9835ff29d5342da14dfaf76e3d828081a1704b131baa355f950e6047,UA000010000000000000000000142,EUR,68057.38,**** **** **** 1142,BLOCKED,TRANSFER,2677.76,FAILED,2024-01-05T15:05:00,UA000010000000000000000000021,
CUST-1035,Andrii Tkachuk,+380671000035,andrii.tkachuk35@example.com,5a66c7ba1398dd71c92a77cc7647c4183e6bf97b227e441bb2674a319b184e63,UA000010000000000000000000072,UAH,58478.38,**** **** **** 1072,BLOCKED,TRANSFER,13374.89,PENDING,2024-01-05T15:12:00,UA000010000000000000000000068,
CUST-1093,Iryna Shevchenko,+380671000093,iryna.shevchenko93@example.com,3dcc4d43a91ae471be9fb0dfb7e7a44dcbaf8125b389d65d38604ec5582825ec,UA000010000000000000000000188,USD,49682.91,**** **** **** 1188,ACTIVE,TRANSFER,10925.01,PENDING,2024-01-05T15:19:00,UA000010000000000000000000130,
CUST-1080,Ivan Shevchenko,+380671000080,ivan.shevchenko80@example.com,a5276c24114971eceb4d5149894034741bcf22825b30c39942ff63007e031956,UA000010000000000000000000162,USD,34693.55,**** **** **** 1162,BLOCKED,TRANSFER,12199.0,FAILED,2024-01-05T15:26:00,UA000010000000000000000000104,
CUST-1098,Sofiia Shevchenko,+380671000098,sofiia.shevchenko98@example.com,125e175312b42ca54475207f1ad47df9ac421dd758fcc5c2ab19ae31e451cc53,UA000010000000000000000000197,EUR,9037.56,**** **** **** 1197,ACTIVE,TRANSFER,13599.24,FAILED,2024-01-05T15:33:00,UA000010000000000000000000067,
CUST-1069,Andrii Melnyk,+380671000069,andrii.melnyk69@example.com,667d45d6d55c4fe6a7239bb554854e3b8fc0b392abea73864e91104bb1b4581d,UA000010000000000000000000140,UAH,96507.36,**** **** **** 1140,ACTIVE,BILL_PAYMENT,9825.93,PENDING,2024-01-05T15:40:00,,BILL-50880
CUST-1046,Sofiia Bondarenko,+380671000046,sofiia.bondarenko46@example.com,3f1b954c84d8216e09ae793664571dedb1e1bcc9a2bfdc2b6dc58db9a24fa7de,UA000010000000000000000000094,UAH,3418.11,**** **** **** 1094,ACTIVE,BILL_PAYMENT,3388.43,FAILED,2024-01-05T15:47:00,,BILL-50881
CUST-1093,Iryna Shevchenko,+380671000093,iryna.shevchenko93@example.com,3dcc4d43a91ae471be9fb0dfb7e7a44dcbaf8125b389d65d38604ec5582825ec,UA000010000000000000000000188,USD,49682.91,**** **** **** 1188,ACTIVE,BILL_PAYMENT,2051.52,FAILED,2024-01-05T15:54:00,,BILL-50882
CUST-1065,Ivan Tkachuk,+380671000065,ivan.tkachuk65@example.com,3c62426f46ebb414ff53540c6f1af32639c28b434126ae98b9f1651dd5e4fd4a,UA000010000000000000000000131,USD,83656.18,**** **** **** 1131,BLOCKED,TRANSFER,5981.94,FAILED,2024-01-05T16:01:00,UA000010000000000000000000003,
CUST-1084,Olena Shevchenko,+380671000084,olena.shevchenko84@example.com,11ee91bdbb90b967d18e45226bd3bc17d72a85a4486315b3568d070722445fe1,UA000010000000000000000000170,USD,55793.82,**** **** **** 1170,BLOCKED,TRANSFER,12727.33,FAILED,2024-01-05T16:08:00,UA000010000000000000000000176,
CUST-1021,Iryna Bondarenko,+380671000021,iryna.bondarenko21@example.com,2d6b3bb57cb9e22fa36516172ef096b30ae00d08eedc1499c599b6269975521d,UA000010000000000000000000043,USD,12427.44,**** **** **** 1043,ACTIVE,TRANSFER,6721.0,PENDING,2024-01-05T16:15:00,UA000010000000000000000000145,
CUST-1072,Andrii Bondarenko,+380671000072,andrii.bondarenko72@example.com,79db1e22563af60be55a3717827926b76139d2428cbe693eba1643c2798e048d,UA000010000000000000000000145,UAH,70022.11,**** **** **** 1145,BLOCKED,TRANSFER,11052.0,COMPLETED,2024-01-05T16:22:00,UA000010000000000000000000092,
CUST-1005,Dmytro Shevchenko,+380671000005,dmytro.shevchenko5@example.com,0eeac8171768d0cdef3a20fee6db4362d019c91e10662a6b55186336e1a42778,UA000010000000000000000000011,EUR,45412.74,**** **** **** 1011,BLOCKED,TRANSFER,11434.01,PENDING,2024-01-05T16:29:00,UA000010000000000000000000017,
CUST-1033,Kateryna Tkachenko,+380671000033,kateryna.tkachenko33@example.com,0756810289814362efbea8bb826fea0a7bc4318a7f22a4b27b48290cd39951a3,UA000010000000000000000000068,USD,33497.93,**** **** **** 1068,ACTIVE,BILL_PAYMENT,3548.58,FAILED,2024-01-05T16:36:00,,BILL-50888
CUST-1026,Sofiia Tkachuk,+380671000026,sofiia.tkachuk26@example.com,45e17065ddc6fb3a682f7732df5804652952dbe1f5ca5377a661515a8fcf66be,UA000010000000000000000000053,EUR,90488.93,**** **** **** 1053,ACTIVE,BILL_PAYMENT,5851.99,COMPLETED,2024-01-05T16:43:00,,BILL-50889
CUST-1005,Dmytro Shevchenko,+380671000005,dmytro.shevchenko5@example.com,0eeac8171768d0cdef3a20fee6db4362d019c91e10662a6b55186336e1a42778,UA000010000000000000000000012,UAH,28575.97,**** **** **** 1012,ACTIVE,TRANSFER,14709.82,COMPLETED,2024-01-05T16:50:00,UA000010000000000000000000027,
CUST-1090,Sofiia Tkachuk,+380671000090,sofiia.tkachuk90@example.com,a4273f882cab7a89e7fa8e5a1298799b62233ada8a93f880f58bbd87db44d6a3,UA000010000000000000000000181,USD,5506.05,**** **** **** 1181,ACTIVE,BILL_PAYMENT,12531.34,COMPLETED,2024-01-05T16:57:00,,BILL-50891
CUST-1074,Olena Tkachuk,+380671000074,olena.tkachuk74@example.com,efacf97ed63d8d618e5c1f03e2fbd3656ed4c97ba04abf6db791534b425641c2,UA000010000000000000000000149,UAH,51090.12,**** **** **** 1149,BLOCKED,TRANSFER,5681.06,COMPLETED,2024-01-05T17:04:00,UA000010000000000000000000094,
CUST-1075,Andrii Tkachuk,+380671000075,andrii.tkachuk75@example.com,aaa88f12093ddca8064cdb97bf7635d7cd82c94d264121133f79f24e9b645bf1,UA000010000000000000000000151,UAH,43918.82,**** **** **** 1151,BLOCKED,TRANSFER,7774.11,COMPLETED,2024-01-05T17:11:00,UA000010000000000000000000058,
CUST-1066,Olena Tkachuk,+380671000066,olena.tkachuk66@example.com,06599c96e52ff54f21e65cec89df4b96ce519704136d6f7246a56be613eed8fb,UA000010000000000000000000133,USD,23197.99,**** **** **** 1133,ACTIVE,BILL_PAYMENT,5325.83,COMPLETED,2024-01-05T17:18:00,,BILL-50894
CUST-1062,Dmytro Bondarenko,+380671000062,dmytro.bondarenko62@example.com,9b857dc1d1dc03b131bdb429b972f5f28c7d72b8466a22d54c359c48d19551fe,UA000010000000000000000000125,USD,59597.38,**** **** **** 1125,ACTIVE,BILL_PAYMENT,13313.22,PENDING,2024-01-05T17:25:00,,BILL-50895
CUST-1064,Andrii Bondarenko,+380671000064,andrii.bondarenko64@example.com,51031e17ce0a58242bf97f01a2883d077c6dd21f22674ee500dbfb60228851e7,UA000010000000000000000000129,USD,34412.55,**** **** **** 1129,BLOCKED,TRANSFER,6626.49,PENDING,2024-01-05T17:32:00,UA000010000000000000000000020,
CUST-1065,Ivan Tkachuk,+380671000065,ivan.tkachuk65@example.com,3c62426f46ebb414ff53540c6f1af32639c28b434126ae98b9f1651dd5e4fd4a,UA000010000000000000000000132,UAH,75153.4,**** **** **** 1132,ACTIVE,BILL_PAYMENT,3212.18,PENDING,2024-01-05T17:39:00,,BILL-50897
CUST-1020,Andrii Shevchenko,+380671000020,andrii.shevchenko20@example.com,51d11024031a8951b4722671adfc8587538f5e5417206e7862e60752758a5c35,UA000010000000000000000000041,EUR,81893.31,**** **** **** 1041,BLOCKED,BILL_PAYMENT,9050.2,PENDING,2024-01-05T17:46:00,,BILL-50898
CUST-1084,Olena Shevchenko,+380671000084,olena.shevchenko84@example.com,11ee91bdbb90b967d18e45226bd3bc17d72a85a4486315b3568d070722445fe1,UA000010000000000000000000170,USD,55793.82,**** **** **** 1170,BLOCKED,TRANSFER,6248.47,COMPLETED,2024-01-05T17:53:00,UA000010000000000000000000185,
CUST-1014,Dmytro Tkachenko,+380671000014,dmytro.tkachenko14@example.com,b78f24953963ac5ed773d6ec83120e3b1a65510201dc09ed2ed9e9781ba88870,UA000010000000000000000000030,USD,66079.94,**** **** **** 1030,BLOCKED,BILL_PAYMENT,10144.68,COMPLETED,2024-01-05T18:00:00,,BILL-50900
CUST-1026,Sofiia Tkachuk,+380671000026,sofiia.tkachuk26@example.com,45e17065ddc6fb3a682f7732df5804652952dbe1f5ca5377a661515a8fcf66be,UA000010000000000000000000054,USD,58668.45,**** **** **** 1054,ACTIVE,TRANSFER,9726.53,COMPLETED,2024-01-05T18:07:00,UA000010000000000000000000006,
CUST-1031,Andrii Melnyk,+380671000031,andrii.melnyk31@example.com,3b3ad733c8571384c133694595c33d96c638b36f08a484bd0ad38bf312fdb294,UA000010000000000000000000063,USD,16760.59,**** **** **** 1063,ACTIVE,TRANSFER,1961.88,FAILED,2024-01-05T18:14:00,UA000010000000000000000000042,
CUST-1017,Olena Shevchenko,+380671000017,olena.shevchenko17@example.com,4a6b7fa040bcfc734a113fee84d3789c0a626d70d029afad0d1c3e7b6c562e14,UA000010000000000000000000035,UAH,46370.27,**** **** **** 1035,ACTIVE,TRANSFER,13367.43,PENDING,2024-01-05T18:21:00,UA000010000000000000000000015,
CUST-1021,Iryna Bondarenko,+380671000021,iryna.bondarenko21@example.com,2d6b3bb57cb9e22fa36516172ef096b30ae00d08eedc1499c599b6269975521d,UA000010000000000000000000043,USD,12427.44,**** **** **** 1043,ACTIVE,BILL_PAYMENT,13840.58,FAILED,2024-01-05T18:28:00,,BILL-50904
CUST-1051,Sofiia Tkachuk,+380671000051,sofiia.tkachuk51@example.com,cc35e4b303c84633f2e64c1fe30a9c2f9e0f1dcdd53d1a748451b83164db475a,UA000010000000000000000000104,USD,61652.58,**** **** **** 1104,BLOCKED,TRANSFER,13183.71,FAILED,2024-01-05T18:35:00,UA000010000000000000000000170,
